new unique backpack ! combines vintage with modern ! URL1283 via @USER415	ADJ NOUN NOUN PUNCT X NOUN ADP NOUN PUNCT X ADP X
RT @USER1438 : #Quote of the day : \ Fear is just as contagious as courage . Your choice . \	X X PUNCT NOUN ADP DET NOUN PUNCT PUNCT NOUN AUX ADV ADP NOUN ADP NOUN PUNCT PRON NOUN PUNCT PUNCT
RT @USER1497 : You aint sh*t .	X X PUNCT PRON AUX NOUN PUNCT
RT @USER1583 : you do nt know shit , about shit	X X PUNCT PRON AUX PART VERB NOUN PUNCT ADP NOUN
RT @USER1594 : #nsnweekend how can people choose there favourite performance , the whole thing was perfect !	X X PUNCT NOUN ADV AUX NOUN NOUN PRON ADJ NOUN PUNCT DET ADJ NOUN AUX ADJ PUNCT
RT @USER1818 : Home Opener is 2 days away . Need a costume ? 1st 5000 fans get a Halloween black & orange @USER146 yth jersey URL0 ...	X X PUNCT NOUN NOUN AUX NUM NOUN ADV PUNCT VERB DET NOUN PUNCT ADJ NOUN NOUN VERB DET NOUN ADJ CCONJ NOUN X X X X PUNCT
RT @USER1826 : Tonight I 'm at Club West in San Antonio ... This is what it was like the last time I was there . ( cont ) URL182	X X PUNCT X PRON AUX ADP NOUN NOUN ADP PROPN NOUN PUNCT PRON AUX PRON PRON AUX ADP DET ADJ NOUN PRON AUX ADV PUNCT PUNCT NOUN PUNCT X
RT @USER1992 : When life gives you a hundred reasons to cry , stay strong ! Show life that you have a thousand reasons to smile . - Unknown	X X PUNCT ADV NOUN VERB PRON DET NOUN NOUN PART VERB PUNCT VERB ADJ PUNCT NOUN NOUN SCONJ PRON VERB DET NOUN NOUN ADP VERB PUNCT PUNCT X
RT @USER2314 : Seeing warped tour ads everywhere makes me want to cry . My favorite bands are having signings and it s killing me alfhak	X X PUNCT X X NOUN NOUN ADV VERB PRON VERB PART VERB PUNCT PRON NOUN NOUN AUX VERB NOUN CCONJ PRON AUX VERB PRON X
RT @USER2484 : \ Daddy , what are THESE ? Can I have one ? These . Are . AWESOME !! \ Louis , 9 , finding a VHS .	X X PUNCT PUNCT NOUN PUNCT PRON AUX PRON PUNCT AUX PRON VERB NUM PUNCT DET PUNCT VERB PUNCT NOUN PUNCT PUNCT PROPN PUNCT NUM PUNCT VERB DET NOUN PUNCT
Say Anything with boyfriend . :))	VERB NOUN ADP NOUN PUNCT X
Security Clearance | Systems Admin - Integrated Exploitation Capability ( IEC ) - Lentech , Inc. - St .... URL25 #missouri #jobs	NOUN NOUN SYM NOUN NOUN PUNCT NOUN X NOUN PUNCT NOUN PUNCT PUNCT NOUN PUNCT NOUN PUNCT PROPN PUNCT X X X
Self control app again . Geniusness .	NOUN NOUN NOUN ADV PUNCT X PUNCT
So I told @USER1847 I was gon na tweet from my gate , this is my tweet , there 's some cute guys in hereee . Hollaaaaa	ADV PRON VERB VERB PRON AUX VERB PART VERB ADP PRON NOUN PUNCT PRON AUX PRON NOUN PUNCT PRON AUX DET ADJ NOUN ADP NOUN PUNCT X
So supernatural . Actual and factual . Unstoppable , I 'm possibly the illest possibility .	ADV NOUN PUNCT NOUN CCONJ NOUN PUNCT X PUNCT PRON AUX VERB DET NOUN NOUN PUNCT
TCA to play for Colorado 3A women 's soccer championship . #charterschool #tca #soccer	NOUN PART VERB ADP PROPN NOUN NOUN PART NOUN NOUN PUNCT X X X
THE HEAT WO N'T BE READY ITIL JANUARY BUT WE WILL	DET NOUN AUX AUX AUX ADJ NOUN NOUN CCONJ PRON AUX
TRUE BLOOD tonight ... still not sure I am gon na like the new XANADU style storyline they are getting into ... URL47	ADJ NOUN NOUN PUNCT ADV PART ADJ PRON AUX VERB PART ADP DET ADJ NOUN NOUN NOUN PRON AUX VERB ADP PUNCT X
The 50 % Return Method Billionaire Investor Warren Buffet Wishes He Could Use , You Can Use ! URL159	DET NUM SYM NOUN NOUN PROPN NOUN PROPN X X PRON AUX VERB PUNCT PRON AUX VERB PUNCT X
Traffic Generation Strategy : How to Make Any Contest a Slam - Dunk : URL10	NOUN ADJ NOUN PUNCT ADV PART VERB DET NOUN DET NOUN PUNCT X PUNCT X
Twitter off#	PROPN X
Ugh i need a new phone >:I ay !	PROPN PRON VERB DET ADJ NOUN NOUN NOUN PUNCT
Umm @USER1404 took away my favorites and my Dm 's from Aaron ! Lol Naw this is serious ! and slackness .	PROPN NOUN VERB ADV PRON NOUN CCONJ PRON NOUN PART ADP NOUN PUNCT INTJ X PRON AUX ADJ PUNCT CCONJ NOUN PUNCT
Upcoming rap artist ? OMFG !! I do n't think so URL9 ! Chuck Norris Starbucks iPod	PROPN PROPN NOUN PUNCT NOUN PUNCT PRON AUX PART VERB ADV NOUN PUNCT X X X X
Washing my motorcycle	VERB PRON NOUN
Welcome to our twitter page ! Here we will update you with our weekly specials and monthly giveaways !	NOUN ADP PRON PROPN NOUN PUNCT ADV PRON AUX VERB PRON ADP PRON NOUN NOUN CCONJ NOUN NOUN PUNCT
What should be the length of your #maternity #wear ? -part I URL52	PRON AUX AUX DET NOUN ADP PRON NOUN NOUN PUNCT X PRON X
Whooaaaa bro these CELTICS are god dammmm babies !!! MAN UP	PROPN NOUN DET PROPN AUX NOUN NOUN NOUN PUNCT NOUN ADP
Wo nt let that ruin my night tho ... i m not #goingtobedangry	NOUN PART VERB PRON VERB PRON NOUN ADV PUNCT PRON AUX PART ADJ
Word I 'm bout to holla at her via twitter RT @USER1971 : #trushit - i m tryna fucc nicki minaj lol	PROPN PRON AUX VERB ADP VERB ADP PRON ADP PROPN X X PUNCT X PUNCT PRON AUX VERB NOUN X X INTJ
Wow deep lyrics \ when you smile I smile \	INTJ ADJ NOUN PUNCT ADV PRON VERB PRON VERB PUNCT
Wow stuck my hand in his cage and he ran and hid in his tubes /:	INTJ VERB PRON NOUN ADP PRON NOUN CCONJ PRON VERB CCONJ NOUN ADP PRON NOUN X
answer : spouting , @USER2570 8/388 points , meaning : URL71	NOUN PUNCT NOUN PUNCT NOUN X NOUN PUNCT X PUNCT X
enjoys a good Snog at lunchtime .	VERB DET ADJ NOUN ADP NOUN PUNCT
going through my flickr .. just thought i d re-share my fave pic of @USER2542 from toronto warped . URL68 <3	VERB ADP PRON NOUN PUNCT ADV VERB PRON VERB VERB PRON ADJ NOUN ADP NOUN ADP PROPN NOUN PUNCT X SYM
it s sad that i m just now watching the Britney #Glee episode , smh	PRON AUX ADJ SCONJ PRON AUX ADV ADV VERB DET PROPN NOUN NOUN PUNCT INTJ
jk one more . URL199	INTJ NUM ADV PUNCT X
just did some unfollows .. I hate havin #deadweight on my TL	ADV VERB DET NOUN PUNCT PRON VERB NOUN NOUN ADP PRON X
kid cudi is a faggot , that is all	NOUN NOUN AUX DET NOUN PUNCT PRON AUX DET
kinda like that . making a diff in someone s life .	ADV ADP PRON PUNCT VERB DET NOUN ADP PRON AUX NOUN PUNCT
o_o lol RT @USER609 I Herd You Was Good With Themm Softt Lips	PROPN INTJ X X PRON VERB PRON AUX ADJ ADP NOUN X X
rape - the unlawful compelling of a woman through physical force or duress to have sexual intercourse .	NOUN PUNCT DET NOUN NOUN ADP DET NOUN ADP ADJ NOUN CCONJ NOUN PART VERB ADJ NOUN PUNCT
reading harry potter in bed ! waiting for the new south park to come on	VERB NOUN NOUN ADP NOUN PUNCT VERB ADP DET ADJ NOUN NOUN PART VERB ADP
wearing my high school track hoodie ... #memories	VERB PRON ADJ NOUN NOUN NOUN PUNCT X
when is butt pride ? cause i got a big ol trunk wit junk it it	ADV AUX NOUN NOUN PUNCT SCONJ PRON VERB DET ADJ NOUN NOUN ADP NOUN PRON PRON
women music and pineapple @USER738 What are three things you guys just ca nt live without ? #tellme	NOUN NOUN CCONJ NOUN NOUN PRON AUX NUM NOUN PRON NOUN ADV AUX PART VERB ADP PUNCT X
would n't that be fucked up if they added a year to Lil Wayne 's jail sentence ? lol	AUX PART PRON AUX VERB ADP SCONJ PRON VERB DET NOUN ADP PROPN PROPN PART NOUN NOUN PUNCT INTJ
@USER1145 Awwww kitty loves you <3	PROPN NOUN NOUN VERB PRON SYM
RT @USER1959 : This face will be all over your computer screen tomorrow night at 8 PM ET ! \ud83d\ude0d URL933 #iHeartZayn URL218 \u2026	X X PUNCT DET NOUN AUX AUX DET ADP PRON NOUN NOUN NOUN NOUN ADP NUM NOUN PROPN PUNCT SYM X X X PUNCT
This being human is a guest house . Every morning a new arrival .	PRON AUX NOUN AUX DET NOUN NOUN PUNCT DET NOUN DET ADJ NOUN PUNCT
RT @USER186 : Gavin McInnes \u2013- Tattoo Advice from a Comedian URL787 URL1464	X X PUNCT X X X NOUN NOUN ADP DET NOUN X X
Kiss Daniel \u2013 New Era ( Album Tracklist ) : The highly anticipated Kiss Daniel debut album , NEW ERA ... URL955 #Letsdanzit	NOUN PROPN PUNCT ADJ NOUN PUNCT NOUN NOUN PUNCT PUNCT DET ADJ NOUN NOUN PROPN ADJ NOUN PUNCT ADJ NOUN PUNCT X X
Hi Kerry , please register at URL833 if you would like our support . URL591	INTJ NOUN PUNCT INTJ NOUN ADP NOUN SCONJ PRON AUX VERB PRON NOUN PUNCT X
Wednesday Special : Roast Beef with Mash Potatoes and vegetables ....... \u20ac 9.95 .	PROPN NOUN PUNCT NOUN NOUN ADP NOUN NOUN CCONJ NOUN SYM X X PUNCT
When your conductor accidentally throws his baton in the middle of rehearsal \ud83d\ude33\ud83d\ude05	ADV PRON NOUN ADV VERB PRON NOUN ADP DET NOUN ADP NOUN X
@USER2487 if I join silver , this will match my name	NOUN SCONJ PRON VERB NOUN PUNCT PRON AUX VERB PRON NOUN
RT @USER1296 : #Hope Is Necessary When Living with #Migraine \u2013 A Video URL385 @USER239 URL1335	X X PUNCT NOUN AUX NOUN ADV NOUN ADP NOUN PUNCT DET NOUN X X X
@USER1488 How can my parcel go missing at your depot ? Had to fork out for another replacement #unimpressed	NOUN ADV AUX PRON NOUN VERB NOUN ADP PRON NOUN PUNCT VERB PART VERB ADP ADP DET NOUN X
RT @USER226 : . @USER798 and her grave can be visited at St Peter 's Church in Bournemouth #MaryShelley URL1008	X X PUNCT PUNCT NOUN CCONJ PRON NOUN AUX AUX NOUN ADP PROPN NOUN PART NOUN ADP NOUN X X
RT @USER475 : A day without laughter is a day wasted .	X X PUNCT DET NOUN ADP NOUN AUX DET NOUN NOUN PUNCT
#Deals #7994 3pcs 7.4 V 2000 mAh Battery + Charger For Syma X8W X8C X8G RC Quadcopter Banana P \u2026 URL248 URL658	NOUN NOUN NOUN X X NOUN NOUN NOUN SYM NOUN ADP NOUN X X X X X X X PUNCT X X
Killer #eCommerce Starts With Your #CRM URL462 URL977	NOUN NOUN NOUN ADP PRON NOUN X X
@USER872 like afternoon or early mornin ?	NOUN ADP NOUN CCONJ ADJ NOUN PUNCT
RT @USER2611 : #booktrailer , #paranormal , #fantasy URL128 Buy link : URL114 URL171	X X PUNCT NOUN PUNCT NOUN PUNCT X X VERB NOUN PUNCT X X
RT @USER1345 : When the BBoyz bust out ampme at the school cafe \ud83d\ude02 URL1034	X X PUNCT ADV DET NOUN NOUN ADP NOUN ADP DET NOUN NOUN SYM X
RT @USER2090 : This is Scalia speaking at a commencement in 2010 ... URL768	X X PUNCT PRON AUX NOUN VERB ADP DET NOUN ADP NUM PUNCT X
RT @USER827 : 10 Internet Jokes that Resulted in Jail URL874 \u2026 > URL1333	X X PUNCT NUM NOUN NOUN PRON NOUN ADP NOUN NOUN PUNCT PUNCT X
I am truly blessed . \ud83d\ude07 URL1253	PRON AUX ADV ADJ PUNCT X X
RT @USER120 : Are you ready for an adventure ? URL1026	X X PUNCT AUX PRON ADJ ADP DET NOUN PUNCT X
@USER141 My favourite phrase for them .	VERB PRON ADJ NOUN ADP PRON PUNCT
14221 started on 08/05/2016 Reached its destination CPA and was 10 Mins Before URL945	NOUN VERB ADP NOUN NOUN PRON NOUN NOUN CCONJ AUX NUM NOUN ADP NOUN
visited Ky \u2764\ufe0f they added so many babies it s cray	PROPN NOUN SYM PRON VERB ADV ADJ NOUN PRON AUX NOUN
Those couples and girls are online now . Visit them now : URL1342 #cam #ebony #webcam #webcammodel URL507	NOUN NOUN CCONJ NOUN AUX ADJ ADV PUNCT VERB PRON ADV PUNCT X X X X X X
RT @USER281 : Discover Various Facts about Reptiles From KidRhymes - URL535	X X PUNCT X ADJ NOUN ADP NOUN ADP NOUN PUNCT X
An invigorating flourish of creativity originates from the rec ... More for Pisces URL244	DET NOUN NOUN ADP NOUN NOUN ADP DET NOUN PUNCT ADJ ADP NOUN X
RT @USER234 : Fancy a Trip Around Taylor Swift 's House ? URL1081 URL311	X X PUNCT VERB DET NOUN ADP PROPN PROPN PART PROPN PUNCT X X
RT @USER1576 : I miss having someone 's company	X X PUNCT PRON VERB VERB PRON AUX NOUN
RT @USER151 : Mean Girls URL582	X X PUNCT X NOUN X
I 'm honestly too sad to sleep now	PRON AUX ADV ADV ADJ PART VERB ADV
RT @USER1257 : Parents be like : you got mail URL463	X X PUNCT NOUN AUX VERB PUNCT PRON VERB NOUN X
RT @USER1266 : #BOHO JEWELRY #Bohemian #Jewelry Stretch #Bracelet #etsy #handmade by JabberDuck URL770 URL225 \u2026	X X PUNCT X X X X X X X X ADP NOUN X X PUNCT
RT @USER1499 : \ud83d\ude0d\ud83d\ude0d \ Two piece double lined bikini \ Use Discount Code \ YUNG \ For 15 % OFF \u203c\ufe0f on SALE now at URL964 URL219 \u2026	X X PUNCT NOUN PUNCT NUM NOUN NOUN NOUN NOUN PUNCT VERB NOUN NOUN PUNCT NOUN PUNCT ADP NUM SYM ADV NOUN ADP NOUN ADV ADP PROPN X PUNCT
RT @USER408 : Scientist : we 've finally taught a dog Morse Code Dog : [ taps paw ] Me : what did it say ? Scientist : \ woof \	X X PUNCT X PUNCT PRON AUX ADV VERB DET NOUN NOUN X X PUNCT PUNCT X X PUNCT PRON PUNCT PRON VERB PRON VERB PUNCT X PUNCT PUNCT X PUNCT
RT @USER643 : Nadine and Kyla !!! \ud83d\ude0d \u00a9 #JaDineInLoveSingapore URL795	X X PUNCT NOUN CCONJ NOUN PUNCT SYM X X X
@USER1156 Stunningly Beautiful as Always	NOUN NOUN ADJ SCONJ ADV
it 's game day ... go stangs !	PRON AUX NOUN NOUN PUNCT VERB NOUN PUNCT
RT @USER1926 : Who was removed aftr #GHQ . #MehranBase , #KamraBae , #ParadeLane attacks ? Y #BKU vice - chancellor ? #Marwat Saeb is a prof nt Ge \u2026	X X PUNCT PRON AUX ADJ NOUN NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN NOUN PUNCT PRON NOUN NOUN PUNCT NOUN PUNCT X NOUN AUX DET NOUN PART NOUN PUNCT
\u266c Mass Effect ( Original Mix ) - Audiocells	NOUN NOUN NOUN PUNCT NOUN NOUN PUNCT PUNCT X
\ I pay you back in car rides and shit \ bitch I have my own car .	PUNCT PRON VERB PRON ADV ADP NOUN NOUN CCONJ NOUN PUNCT NOUN PRON VERB PRON ADJ NOUN PUNCT
I posted a new photo to Facebook URL266	PRON VERB DET ADJ NOUN ADP PROPN X
{ GHYR rewind } New Release Round - Up February 29th - March 6th Hey Girl ! Check out these new re URL1005 #BlackAuthors #BlackLit	ADJ NOUN NOUN NOUN ADJ NOUN VERB PUNCT ADP NOUN NOUN PUNCT PROPN PROPN INTJ NOUN PUNCT VERB ADP DET ADJ AUX X X X
\u273f I voted for @USER2116 #NNGlamourGuruKaycee in #Blogopolis4D for best #BeautyBlog ! URL1094	PROPN PRON VERB ADP NOUN NOUN ADP NOUN ADP ADJ NOUN PUNCT X
#PrayForHayes @USER972 Everything will be okay , i 'm sure \ud83d\udc95	PROPN PROPN PRON AUX AUX ADJ PUNCT PRON AUX ADJ SYM
@USER1935 as a Muslim do you also support pedophillia and violent extremism ? Scrolled thru ur tweets , did n't see you speak against that	NOUN ADP DET NOUN AUX PRON ADV VERB NOUN CCONJ NOUN NOUN PUNCT X X PRON NOUN PUNCT AUX PART VERB PRON VERB ADP PRON
7 PM EST / 1 AM CEST - #GLITCH Label takeover - #hackplaybx #beatmeetandgreet #AndrewFreedmanHome - TONIGHT - URL356	NUM NOUN NOUN PUNCT NUM NOUN NOUN PUNCT X X X PUNCT X X X PUNCT NOUN PUNCT X
I just want a woman who different from women in this generation ...	PRON ADV VERB DET NOUN PRON ADJ ADP NOUN ADP DET NOUN PUNCT
Article spinner software is the best fit with SEO ! URL475	PROPN NOUN NOUN AUX DET ADJ NOUN ADP NOUN PUNCT X
RT @USER2568 : the red stan . constantly talks about the album and her long straight hair . bitter red did n't win a grammy . probably has a nic \u2026	X X PUNCT DET ADJ NOUN PUNCT ADV VERB ADP DET NOUN CCONJ PRON ADJ ADV NOUN PUNCT X X AUX PART VERB DET NOUN PUNCT ADV VERB DET NOUN PUNCT
RT @USER1814 : Discover how scrubbing dots make the difference w/ the Scrubbing Dish Cloth ! #ScrubCloth #sweepstakes URL961 \u2026	X X PUNCT VERB ADV NOUN NOUN VERB DET NOUN NOUN DET NOUN NOUN NOUN PUNCT X X X PUNCT
RT @USER1272 : A lot of R3 orphans and widows are afflicted by Stockholm Syndrome and are craving for attention of PTs in Twitter	X X PUNCT DET NOUN ADP NOUN NOUN CCONJ NOUN AUX NOUN ADP NOUN NOUN CCONJ AUX NOUN ADP NOUN ADP NOUN ADP PROPN
@USER89 @USER974 @USER2387 @USER412 @USER2445 haha she s #bd fan not asmii hater nd hibha lover \ud83d\ude02	PROPN PROPN PROPN PROPN PROPN INTJ PRON AUX ADJ NOUN PART ADJ NOUN NOUN X NOUN SYM
RT @USER1354 : If keyboards came with braille on them , we all could have subconsciously learned braille by now .	X X PUNCT SCONJ NOUN VERB ADP NOUN ADP PRON PUNCT PRON DET AUX VERB NOUN VERB NOUN ADP ADV PUNCT
RT @USER1893 : Born under a bad sign , you saved my life That night on the roof of your hotel	X X PUNCT NOUN VERB DET ADJ NOUN PUNCT PRON VERB PRON NOUN DET NOUN ADP DET NOUN ADP PRON NOUN
RT @USER1247 : T 2315 - Amazing moment : Raj Kapoor , Shammi Kapoor , Shashi Kapoor with their Mother .. URL755	X X PUNCT X NOUN PUNCT X NOUN PUNCT X X PUNCT X NOUN PUNCT NOUN NOUN ADP PRON NOUN PUNCT X
RT @USER1053 : A fantastical mix of mythology and derring - do : URL894 available now on all good #ebook formats . #asmsg \u2026	X X PUNCT DET NOUN NOUN ADP NOUN CCONJ NOUN PUNCT VERB PUNCT NOUN ADV ADV ADP DET ADJ NOUN NOUN PUNCT X PUNCT
RT @USER2048 : I 'm pretty sure he 'll do a follow spree today . #mondaymotivation	X X PUNCT PRON AUX ADV ADJ PRON AUX VERB DET NOUN NOUN NOUN PUNCT X
Where has my social media presence gone ? Why are n't you all liking my stuff ?	ADV VERB PRON ADJ NOUN NOUN VERB PUNCT ADV AUX PART PRON DET VERB PRON NOUN PUNCT
Want to stay current on an event or trend ? Let @USER1141 discover and share the content for you . URL1625	VERB PART VERB ADJ ADP DET NOUN CCONJ VERB PUNCT VERB NOUN NOUN CCONJ VERB DET NOUN ADP PRON PUNCT X
Nine killed , eight missing in landslide in Arunachal Pradesh URL926 #TopNews #India	NOUN VERB PUNCT NUM NOUN ADP NOUN ADP NOUN X X X X
RT @USER580 : me on my first date URL1032	X X PUNCT PRON ADP PRON ADJ NOUN X
RT @USER2289 : * retweets * * un-retweets * * quotes and says LMAOOOOOOO * * retweets *	X X PUNCT PUNCT NOUN PUNCT PUNCT NOUN PUNCT PUNCT NOUN CCONJ VERB NOUN PUNCT PUNCT NOUN PUNCT
RT @USER1760 : You only need two close friends in which you can trust and dedicate yourself to . Having too many friends can lead to de \u2026	X X PUNCT PRON ADV VERB NUM ADJ NOUN ADP SCONJ PRON AUX VERB CCONJ VERB PRON ADP PUNCT ADV ADV ADJ NOUN AUX VERB ADP NOUN PUNCT
RT @USER2085 : Do n't mix ur words wid ur Mood coz u have many options to change ur mood but u never get any option to replace ur spoken w \u2026	X X PUNCT AUX PART VERB PRON NOUN NOUN PRON NOUN X PRON VERB ADJ NOUN PART VERB PRON NOUN CCONJ PRON ADV VERB DET NOUN PART VERB PRON VERB ADP PUNCT
@USER2299 Nikki no , you \u2019re better than that	PROPN NOUN DET PUNCT PRON AUX ADJ ADP PRON
RT @USER561 : Trump \ does n\u2019t care who gets hurt as long as he makes a profit off it . That can not be the person who leads the United S \u2026	X X PUNCT PROPN PUNCT AUX PART VERB PRON VERB VERB ADV ADJ SCONJ PRON VERB DET NOUN ADP PRON PUNCT PRON AUX PART AUX DET NOUN PRON VERB DET PROPN PROPN PUNCT
RT @USER206 : I have a good heart ... but this attitude	X X PUNCT PRON VERB DET ADJ NOUN PUNCT CCONJ DET NOUN
\ How are you \ \ Fucking awful or did you want me to lie and say good how are you ? \ URL569	PUNCT ADV AUX PRON PUNCT PUNCT VERB ADJ CCONJ VERB PRON VERB PRON PART VERB CCONJ VERB ADJ ADV AUX PRON PUNCT PUNCT X
@USER2335 You \u2019re on the list ! We \u2019re on our way with Red Bull to help you through your workday .	VERB PRON VERB ADP DET NOUN PUNCT PRON VERB ADP PRON NOUN ADP PROPN NOUN PART VERB PRON ADP PRON NOUN PUNCT
@USER533 @USER949 some females do n't care as long as they get all the attention . That ai n't me tho	NOUN VERB DET NOUN AUX PART VERB ADV ADJ SCONJ PRON VERB DET DET NOUN PUNCT PRON AUX PART PRON ADV
@USER1706 cmon now . That 's bro	PROPN NOUN ADV PUNCT PRON AUX NOUN
RT @USER1453 : Was all of this legal ? URL1244	X X PUNCT ADV DET ADP DET NOUN PUNCT X
RT @USER201 : 14th Feb 2015 : World Cup first match 14th Feb 2016 : Ind vs SL T20 Cricket lovers have a reason to Celebrate Valentine \u2026	X X PUNCT X X NUM PUNCT PROPN NOUN ADJ NOUN NOUN X NUM PUNCT NOUN ADP PROPN X X NOUN VERB DET NOUN ADP NOUN NOUN PUNCT
RT @USER1468 : Season ticket renewed . Thanks to all that walked out last season to keep the prices down . @USER1245 @USER2473 \ud83d\udc4a\ud83c\udffb	X X PUNCT NOUN NOUN VERB PUNCT NOUN ADP DET DET NOUN ADP ADJ NOUN PART VERB DET NOUN ADV PUNCT X X X
RT @USER2360 : 2ne1 will forever be my favorite girl group \ud83d\udc95 #7YearsWith2NE1 URL1202	X X PUNCT NOUN AUX ADV AUX PRON ADJ NOUN NOUN X X X
RT @USER2644 : @USER493 Do you miss those days ? URL522	X X PUNCT NOUN AUX PRON VERB PRON NOUN PUNCT X
RT @USER1052 : To all those it does n't matter to because they 'll be dead soon anyway - how about ticking the the remain box for those w \u2026	X X PUNCT ADP DET PRON PRON AUX PART VERB PART SCONJ PRON AUX AUX ADJ ADV ADV PUNCT ADV ADP VERB DET DET NOUN NOUN ADP PRON NOUN PUNCT
I 'm not difficult I 'm just about my business !	PRON AUX PART ADJ PRON AUX ADV ADP PRON NOUN PUNCT
@USER242 yea ca n't \ud83d\ude14	PROPN INTJ AUX PART ADJ
Please shit the suck up	INTJ NOUN DET NOUN ADP
@USER425 < Kira is committing a crime himself . Everyone commits crimes , even the ones who keep crimes from being done . \ L pressed >	NOUN PUNCT NOUN AUX VERB DET NOUN PRON PUNCT ADV NOUN NOUN PUNCT ADV DET NOUN PRON VERB NOUN ADP AUX ADJ PUNCT PUNCT PROPN NOUN PUNCT
Lake Wind Advisory in effect from 9 AM for Angelina , Cherokee , Nacogdoches , Sabine and San Augustine Counties #txwx URL1304	PROPN NOUN NOUN ADP NOUN ADP NUM NOUN ADP NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN CCONJ PROPN NOUN X X X
RT @USER98 : The #GRAMMYs red carpet will last for about another 2 / 3 hours . Ariana could come late , we 'll see .	X X PUNCT DET NOUN ADJ NOUN AUX VERB ADP ADP DET NUM PUNCT NUM NOUN PUNCT NOUN AUX VERB ADJ PUNCT PRON AUX VERB PUNCT
Treat me like a queen , buy me CERTAIN things , just show me how life pose to be \ud83d\ude0f\ud83d\udc4c\ud83c\udffe	VERB PRON ADP DET NOUN PUNCT VERB PRON VERB NOUN PUNCT ADV VERB PRON ADV NOUN NOUN PART AUX X
#LokerEvent Web Designer URL1001	NOUN NOUN ADV NOUN
I do n't think i really have a type , I think a type has me . All the same guys come for me \ud83e\udd14	PRON AUX PART VERB PRON ADV VERB DET NOUN PUNCT PRON VERB DET NOUN VERB PRON PUNCT DET DET ADJ NOUN VERB ADP PRON SYM
